Departure,Nationality,Destination,Year
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Westray Head,British,Iceland (Coastal),1761
Cape Lougan,British,Carlise Bay,1750
Cape Lougan,British,Carlisle Bay,1750
Havana (Cuba),British,Spithead,1750
The Island of Barra (Shetlands),British,Brissel,1756
Brissel,British,Orkney,1756
Louisborough (Halifax),British,Hammoze UK,1757
Louisborough (Halifax),British,Hammoze UK,1757
Start point UK,British,Halifax,1758
Cape Ray (Newfoundland),British,Spithead,1760
Batavia,Dutch,Simonsbaai,1851
Simonsbaai,Dutch,Hellevoetsluis,1851
LA CORUÑA,Spanish,LA HABANA,1792
LA HABANA,Spanish,LA CORUÑA,1792
LA CORUÑA,Spanish,LA HABANA,1794
LA HABANA,Spanish,LA CORUÑA,1794
LA CORUÑA,Spanish,LA HABANA,1796
LA HABANA,Spanish,LA CORUÑA,1796
The Downs,British,Morandava (Madagascar),1750
Morandava (Madagascar),British,Gombroon,1750
Anjengo,British,St Helena,1751
Table Bay,British,St Helena,1796
St Helena,British,Table Bay,1796
Cape of Good Hope,British,River Plate,1797
River Plate,British,Cape of Good Hope,1797
Table Bay,British,Trincomalee,1799
Benkulen,British,Table Bay,1801
Table Bay,British,Deptford,1802
Brest,French,St. Domingue,1784
West Indies,French,Brest,1786
West Indies,French,Coastal,1785
West Indies,French,Coastal,1785
West Indies,French,Coastal,1785
West Indies,French,Coastal,1785
West Indies,French,Coastal,1785
West Indies,French,Coastal,1785
West Indies,French,Coastal,1785
West Indies,French,Coastal,1785
West Indies,French,Coastal,1785
West Indies,French,Coastal,1785
West Indies,French,Coastal,1786
West Indies,French,Coastal,1786
West Indies,French,Coastal,1786
West Indies,French,Coastal,1786
West Indies,French,Coastal,1786
West Indies,French,Coastal,1786
West Indies,French,Coastal,1786
West Indies,French,Coastal,1786
West Indies,French,Coastal,1786
West Indies,French,Coastal,1786
West Indies,French,Coastal,1786
West Indies,French,Coastal,1786
West Indies,French,Coastal,1787
West Indies,French,Coastal,1787
West Indies,French,Coastal,1787
West Indies,French,Coastal,1787
West Indies,French,Coastal,1787
West Indies,French,Coastal,1787
Marseilles,French,Capetown,1837
Capetown,French,Mauritius,1837
Mauritius,French,Mahe,1837
Mahe,French,Trincomalee,1837
Rotterdam,Dutch,Batavia,1835
Batavia,Dutch,Papenberg,1835
Papenberg,Dutch,Batavia,1835
Batavia,Dutch,St Helena,1836
St Helena,Dutch,Rotterdam,1836
Rotterdam,Dutch,Batavia,1839
Batavia,Dutch,Rotterdam,1839
Rotterdam,Dutch,Batavia,1840
Batavia,Dutch,St Helena,1840
St Helena,Dutch,Helvoetsluis,1840
La Coruña,Spanish,Montevideo,1773
Montevideo,Spanish,La Coruña,1774
La Coruña,Spanish,Montevideo,1774
La Coruña,Spanish,Montevideo,1774
Montevideo,Spanish,La Coruña,1775
La Coruña,Spanish,Montevideo,1775
Montevideo,Spanish,La Coruña,1776
La Coruña,Spanish,Montevideo,1776
Montevideo,Spanish,La Coruña,1777
La Coruña,Spanish,Montevideo,1778
Montevideo,Spanish,La Coruña,1779
La Coruña,Spanish,Montevideo,1786
Montevideo,Spanish,La Coruña,1786
La Coruña,Spanish,Montevideo,1787
La Coruña,Spanish,Montevideo,1788
La Coruña,Spanish,Montevideo,1788
La Coruña,Spanish,Montevideo,1789
Montevideo,Spanish,La Coruña,1789
La Coruña,Spanish,Montevideo,1794
Montevideo,Spanish,La Coruña,1794
Java Head,British,St Helena,1812
St Helena,British,Downs,1812
Java Head,British,Spithead,1814
Downs,British,Bombay,1815
Java Head,British,St Helena,1816
St Helena,British,Downs,1816
Downs,British,Bombay,1819
Java Head,British,St Helena,1820
St Helena,British,Downs,1820
Downs,British,Bombay,1821
Crakatoa,British,St Helena,1822
St Helena,British,Downs,1822
Downs,British,Bombay,1823
Java Head,British,St Helena,1823
St Helena,British,Blackwall,1824
Downs,British,Bombay,1825
Java Head,British,St Helena,1825
St Helena,British,Downs,1826
Downs,British,Madras,1827
Java Head ,British,St Helena,1828
St Helena,British,Downs,1828
Downs,British,Saugor Roads,1829
Spithead,British,Barbados,1793
Madras,British,Table Bay,1774
Table Bay,British,St Helena,1774
St Helena,British,UK,1775
Bembridge,British,Carlisle Bay,1794
Cape of Florida,British,Downs,1796
Portsmouth,British,St Helena,1797
Spithead,British,Maccao,1798
Malacca,British,Cannanore,1799
Table Bay,British,Spithead,1802
Madeira,British,Antigua,1783
Plymouth ,British,Madeira,1783
Nederland,Dutch,Bilbao,1815
Bilbao,Dutch,Roxent,1815
Roxent,Dutch,Soincij Baai,1815
Soincij Baai,Dutch,West Indie,1815
Nederland,Dutch,Suriname,1815
Suriname,Dutch,Barbados,1816
Barbados,Dutch,Nederland,1816
Nederland,Dutch,Middellandse zee,1816
Nieuwediep,Dutch,St Cruz,1818
St Cruz,Dutch,Tristan d'Acunha,1818
Tristan d'Acunha,Dutch,Batavia,1819
Batavia,Dutch,Kaap de Goede Hoop,1821
Kaap de Goede Hoop,Dutch,Texel,1821
Texel,Dutch,Cayenne,1796
Cayenne,Dutch,Bergen (Norway),1799
Plymouth,Dutch,Santa Cruz,1815
Santa Cruz,Dutch,Simonsbaai,1815
Simonsbaai,Dutch,Meeuwebaai,1816
Meeuwebaai,Dutch,Batavia,1816
The Nore,British,Quebec,1776
Quebec,British,Spithead,1776
Madras,British,cruising towards Rodriquez,1783
Plymouth,British,St Helena,1796
St Helena,British,Downs,1796
Downs,British,St Helena,1798
St Helena,British,Downs,1798
CADIZ,Spanish,MELILLA,1847
Londen,Dutch,Hobarttown,1853
Nederland,Dutch,Simonsbaai,1852
Kaap de Goede Hoop,Dutch,Batavia,1852
Batavia,Dutch,Brouwershaven,1852
Texel,Dutch,Rio de Janeiro,1838
Rio de Janeiro,Dutch,Batavia,1839
Batavia,Dutch,Texel,1839
Texel,Dutch,Batavia,1840
Batavia,Dutch,Texel,1840
Texel,Dutch,Batavia,1841
Batavia,Dutch,Texel,1841
Nederland,Dutch,Fort Axim,1839
Fort Axim,Dutch,St George d'Elmina,1839
St George d'Elmina,Dutch,Batavia,1839
Batavia,Dutch,St Helena,1839
St Helena,Dutch,Hellevoetsluis,1840
Nederland,Dutch,St George d'Elmina,1841
St George d'Elmina,Dutch,Batavia,1841
Tjilatjap,Dutch,Nederland,1842
London,Dutch,Melbourne,1853
Melbourne,Dutch,Batavia,1853
Batavia,Dutch,Nederland,1853
Torbay,British,East end of Barbados (then Carlisle Bay),1750
Carlisle Bay, Barbados,British,Torbay,1750
Portsmouth,British,Madeira,1753
Nederland,Dutch,Batavia,1852
Soerabaja,Dutch,Nederland,1853
London,Dutch,Sydney,1853
Batavia,Dutch,Nieuwediep,1821
Jamaica,British,Sandy Hook,1781
Antigua,British,Spithead,1782
Teneriffe,British,St Christopher,1783
Plymouth Sound,British,Maderia Road,1752
Maderia Road,British,Chebuto,1752
Spectacle Island (Boston),British,Sheerness,1753
Plymouth,British,Madeira,1754
Crooked Island (Bahamas),British,Spithead,1755
Plymouth,British,Madeira,1768
Monserrat,British,Spithead,1771
Rotterdam,Dutch,St Christoffel,1778
St Christoffel,Dutch,Suriname,1778
Suriname,Dutch,St Eustacius,1778
St Eustacius,Dutch,Texel,1779
Hellevoetsluis,Dutch,St Eustacius,1780
St Eustacius,Dutch,Hellevoetsluis,1780
Nederland,Dutch,Middellandse zee,1844
Middellandse Zee,Dutch,Nederland,1844
Middellandse zee,Dutch,Nederland,1844
Nederland,Dutch,Rio de Janeiro,1845
Rio de Janeiro,Dutch,Batavia,1845
Batavia,Dutch,Nederland,1846
Nieuwediep,Dutch,Batavia,1852
Batavia,Dutch,Nieuwediep,1852
Amsterdam,Dutch,Liverpool,1853
Liverpool,Dutch,Batavia,1853
Batavia,Dutch,Amsterdam,1854
Batavia,Dutch,Nieuw Diep,1826
Nieuwediep,Dutch,Batavia,1839
Banjoewangie,Dutch,Nieuwediep,1840
Nieuwediep,Dutch,Padang,1840
Banjoewangie,Dutch,Nieuwediep,1841
Batavia,Dutch,Hellevoetsluis,1756
Nederland,Dutch,Hampton,1802
Hampton,Dutch,Nederland,1802
Rotterdam,Dutch,Batavia,1839
Batavia,Dutch,Hellevoetsluis,1839
Middelburg,Dutch,Suriname,1766
Texel,Dutch,Kaap de Goede Hoop,1774
Vlissingen,Dutch,Batavia,1783
Batavia,Dutch,Straat Banka,1784
Straat Banka,Dutch,Malakka,1784
Straat Sunda,Dutch,Ceylon,1785
Galle (Ceylon),Dutch,Mauritius,1786
Mauritius,Dutch,Kaap de Goede Hoop,1786
Kaap de Goede Hoop,Dutch,St Helena,1786
St Helena,Dutch,Nederland,1786
St Helena,British,Trinidada,1781
Trinidada,British,River Plate,1781
River Plate,British,Trinidada,1781
Trinidada,British,Fernando de Noronha,1781
Fernando de Noronha,British,Spithead,1782
Spithead,British,Simons Bay,1796
Mauritius,British,Table Bay,1796
Table Bay,British,St Helena,1797
St Helena,British,Table Bay,1797
Table Bay,British,Mauritius,1799
St Augustine,British,Simons Bay,1799
Table Bay ,British,Mauritius,1800
Madagascar,British,Simons Bay,1800
Table Bay,British,Rio de la Plata,1801
Rio de la Plata,British,Simons Bay,1801
Table Bay,British,Portsmouth,1803
Hellevoetsluis,Dutch,Cayenne,1782
Curacao,Dutch,Nederland,1782
Hellevoetsluis,Dutch,Suriname,1783
Curacao,Dutch,Hellevoetsluis,1783
Rotterdam,Dutch,Suriname,1783
Suriname,Dutch,Rotterdam,1784
Rotterdam,Dutch,Bordeaux,1784
Bordeaux,Dutch,Rotterdam,1785
Rotterdam,Dutch,Suriname,1785
Suriname,Dutch,Vlissingen,1786
Vlissingen,Dutch,Guyana,1786
Suriname,Dutch,Vlissingen,1786
Rotterdam,Dutch,Suriname,1794
Suriname,Dutch,Bergen (Norway),1799
Hellevoetsluis,Dutch,West-Indie,1781
Helvoetsluis,Dutch,Curacao,1802
Helvoetsluis,Dutch,Curacao,1802
Spithead,British,Madeira,1770
Madeira,British,Barbados,1770
Kinsale Road,British,Madeira,1754
Madeira,British,Madagasgar,1754
Madagasgar,British,Madras,1754
Madras,British,Bombay,1754
Bombay,British,Madras,1754
Madras ,British,Calcutta,1756
Madras ,British,Ballisore (Baleshwar) Road,1756
Java Head,British,UK,1785
Downs,British,Batavia (via St Helena),1785
Batavia,British,UK,1787
Gravesend,British,York Factory,1789
York Factory,British,Gravesend,1789
Calcutta,British,Spithead,1757
Nederland,Dutch,Suriname,1828
Suriname,Dutch,St Eustacius,1828
St Eustacius,Dutch,St Maarten,1828
St Eustatius,Dutch,Curacao,1828
Curacao,Dutch,Truxillo,1828
Truxillo,Dutch,Havana,1828
Havana,Dutch,Truxillo,1828
Truxillo,Dutch,Curaçao,1828
Curacao,Dutch,St Eustatius,1829
St Eustatius,Dutch,Curacao,1829
Curaçao,Dutch,Suriname,1830
Suriname,Dutch,Curacao,1830
St Maarten,Dutch,Suriname,1831
Suriname,Dutch,Curacao,1831
Curacao,Dutch,St Eustatius,1832
St Eustatius,Dutch,Parimaribo,1832
Suriname,Dutch,Curacao,1832
Curaçao,Dutch,Nederland,1833
Batavia,Dutch,Nederland,1844
Hellevoetsluis,Dutch,Batavia,1845
Batavia,Dutch,San Francisco,1849
San Francisco,Dutch,Valparaiso,1849
Valparaiso,Dutch,Rio de Janeiro,1850
Rio de Janeiro,Dutch,Vlissingen,1850
Nederland,Dutch,Suriname,1852
Suriname,Dutch,Curacao,1852
Curacao,Dutch,Suriname,1852
Curacao,Dutch,Nederland,1855
Hellevoetsluis,Dutch,Freetown,1819
Freetown,Dutch,Fort St Anthony, Axim,1819
St George d'Elmina,Dutch,Fort Zeelandia,1819
Fort Zeelandia,Dutch,Porto Kabello,1820
Porto Kabello,Dutch,Rivier Kommewijne,1820
Rivier Kommewijne,Dutch,Curacao,1820
Curacao,Dutch,La Guayra,1820
La Guayra,Dutch,Porto Cabello,1820
Curacao,Dutch,Paramaribo,1821
Paramaribo,Dutch,Texel,1821
Nieuwediep,Dutch,Rio de Janeiro,1822
Rio de Janeiro,Dutch,Batavia,1822
Batavia,Dutch,Texel,1826
Nederland,Dutch,Batavia,1849
Batavia,Dutch,Nederland,1850
Liverpool,Dutch,Melbourne,1853
Melbourne,Dutch,Batavia,1853
Batavia,Dutch,Unknown,1853
Batavia,Dutch,Unknown,1853
Batavia,Dutch,Unknown,1853
Batavia,Dutch,Unknown,1853
Batavia,Dutch,Unknown,1853
Batavia,Dutch,Unknown,1853
Batavia,Dutch,Unknown,1853
Batavia,Dutch,Unknown,1853
Batavia,Dutch,Unknown,1853
Kaap de Goede Hoop,Danish,Kopenhagen,1798
Europa,French,Surabaya,1791
Brest,French,Québec,1755
Québec,French,Brest,1755
Cork,British,Barbados,1799
St Johns Antigua,British,Spithead,1802
Rochefort,French,Fort Royal,1764
Cap,French,Rochefort,1764
Brest,French,Fort Royal,1752
la Barbade,French,Brest,1753
Brest,French,Cap,1787
Cap,French,Brest,1787
Cap,French,Brest,1787
Brest,French,Cul de Sac,1787
Cap Francaise,French,Rochefort,1787
Cul de Sac,French,Cap Francaise,1787
Brest,French,Terre Neuve,1788
Terre Neuve,French,Brest,1788
Rochefort,French,Louisbourg,1751
Louisbourg,French,Rochefort,1751
Nantes,French,Guadeloupe,1767
Guadeloupe,French,Nantes,1768
Spithead,British,Table Bay,1796
Table Bay,British,St Catharines,1797
Simon's Bay,British,Madras,1797
Kedgeree,British,Pinang,1798
Achean,British,Simon's Bay,1798
Table Bay,British,Downs,1800
Spithead,British,cruising western approaches,1800
Brest,French,Cap,1772
Cap,French,Brest,1773
Honfleur,French,Grand banc, terre Neuve et retour a Honfleur,1777
Honfleur,French,Grand banc, terre Neuve et retour a Honfleur,1777
Rochefort,French,Martinique,1787
Martinique,French,Rochefort,1787
Rochefort,French,Martinique,1767
Basse Terre,French,Rochefort,1768
CÁDIZ,Spanish,MANILA,1777
CÁDIZ,Spanish,MANILA,1778
MANILA,Spanish,CÁDIZ,1779
TALCAHUANO,Spanish,VALPARAISO,1790
MORAO DE COPIAPO,Spanish,EL CALLAO,1790
DESCONOCIDO (MARES DE NICARAGUA),Spanish,ACAPULCO,1791
CÁDIZ,Spanish,DESCONOCIDO,1789
DESCONOCIDO,Spanish,DESCONOCIDO,1789
MANILA,Spanish,CÁDIZ,1816
CADIZ,Spanish,EL CALLAO - LIMA,1789
CÁDIZ,Spanish,EL CALLAO (LIMA),1789
LA CORUÑA,Spanish,LA HABANA,1791
LA HABANA,Spanish,LA CORUÑA,1791
LA CORUÑA,Spanish,LA HABANA,1792
CABO DE GRACIAS A DIOS,Spanish,ISLA DE SAN ANDRÉS Y STA. CATALINA, ALIAS PROVIDEN,1787
LA CORUÑA,Spanish,LA HABANA,1780
LA HABANA,Spanish,LA CORUÑA,1780
MAHON,Spanish,ALGECIRAS,1782
CALLAO,Spanish,CADIZ,1772
CALLAO,Spanish,CÁDIZ,1772
CADIZ,Spanish,EL CALLAO,1790
ISLA DE FRANCIA,Spanish,TAHITI,1772
MANILA,Spanish,MANILA(?),1829
ISLA DE ALBIMOR EN LAS GALAPAGOS,Spanish,PACOCHA,1800
CÁDIZ,Spanish,CARTAGENA,1823
CARTAGENA,Spanish,MAHÓN,1822
MAHÓN,Spanish,ARGEL,1822
MAHÓN,Spanish,TARRAGONA,1822
MAHÓN,Spanish,ARGEL,1822
MAHON,Spanish,ALICANTE,1822
CARTAGENA,Spanish,MAHON,1822
MAHON,Spanish,CARTAGENA,1822
CARTAGENA,Spanish,CÁDIZ,1822
CÁDIZ,Spanish,CARTAGENA,1823
CARTAGENA,Spanish,MAHÓN,1823
MAHON,Spanish,CARTAGENA,1823
CARTAGENA,Spanish,PALMA DE MALLORCA Y BARCELONA,1823
CARTAGENA,Spanish,CÁDIZ,1824
CÁDIZ,Spanish,ALGECIRAS Y A CRUZAR LA BOCA DEL ESTRECHO,1824
CÁDIZ,Spanish,A CRUZAR SOBRE HUELVA,1824
CÁDIZ,Spanish,TÁNGER (Y VUELTA),1824
ALGECIRAS,Spanish,CÁDIZ,1825
La Coruña,Spanish,Montevideo,1767
La Coruña,Spanish,Montevideo,1767
Montevideo ,Spanish,La Coruña,1768
La Coruña,Spanish,Montevideo,1768
Montevideo,Spanish,La Coruña,1769
La Coruña,Spanish,Montevideo,1770
Montevideo,Spanish,La Coruña,1770
LA HABANA,Spanish,LA CORUÑA,1773
La Coruña,Spanish,Montevideo,1773
Montevideo,Spanish,La Coruña,1773
La Coruña,Spanish,Montevideo,1774
Montevideo,Spanish,La Coruña,1774
La Coruña,Spanish,Montevideo,1777
La Coruña,Spanish,Montevideo,1777
Montevideo,Spanish,La Coruña,1778
La Coruña,Spanish,Montevideo,1778
Montevideo,Spanish,La Coruña,1779
La Coruña,Spanish,Montevideo,1786
Montevideo,Spanish,La Coruña,1786
Montevideo,Spanish,La Coruña,1788
SAN BLAS,Spanish,SAN LORENZO DE NUCA,1789
SAN BLAS,Spanish,SAN LORENZO DE NUCA Y VUELTA,1789
La Coruña,Spanish,Montevideo,1792
Montevideo,Spanish,La Coruña,1793
LA HABANA,Spanish,CÁDIZ,1794
DESCONOCIDO,Spanish,BAHÍA DE MATANZAS (CUBA) Y LA HABANA,1794
LA HABANA,Spanish,CÁDIZ,1794
CADIZ,Spanish,LA HABANA,1849
EL CALLAO (LIMA, PERÚ),Spanish,VALPARAÍSO (CHILE),1768
VALPARAÍSO,Spanish,VALDIVIA,1769
SANTA CATALINA,Spanish,MONTEVIDEO,1777
MONTEVIDEO,Spanish,CÁDIZ,1778
MONTEVIDEO,Spanish,CADIZ,1778
LA HABANA,Spanish,CÁDIZ,1794
Toulon,French,Almerie aux l'ille de Terre Neuve et retour a Bres,1784
Brest,French,Dominique, cadix, Malagua et retour a Brest,1771
Brest,French,Cadix,1771
Cadix,French,Malagua,1771
Malagua,French,Dominique, cadix, Malagua et retour a Brest,1771
Cadix,French,Brest,1771
Rochefort,French,Ferrol,1768
Ferrol,French,Cap,1768
La Havane,French,Rochefort,1769
Rochefort,French,Rochefort,1769
Europa,French,Madere,1785
Madere,French,Teneriffe,1785
Teneriffe,French,St Catherine,1785
St Catherine,French,Talcaguana,1785
Talcaguana,French,Ile de Paque,1786
Ile de Paque,French,Ile Mowée,1786
Ile Mowée,French,Port des Francais,1786
Port des Francais,French,Monterey,1786
Monterey,French,La côte de Chine,1786
Macao,French,Mirabelle,1787
Cavité,French,Ternal,1787
Ternal,French,Suftren,1787
Suftren,French,Langle,1787
Langle,French,Castries,1787
Castries,French,Avatscha,1787
Avatscha,French,Nouvelle Hollande,1788
La Coruña,Spanish,Montevideo,1771
Montevideo,Spanish,La Coruña,1771
La Coruña,Spanish,Montevideo,1775
Montevideo,Spanish,La Coruña,1775
La Coruña,Spanish,Montevideo,1776
Montevideo,Spanish,La Coruña,1776
La Coruña,Spanish,Montevideo,1777
Montevideo,Spanish,La Coruña,1777
La Coruña,Spanish,Montevideo,1778
Montevideo,Spanish,La Coruña,1778
La Coruña,Spanish,Montevideo,1779
Montevideo,Spanish,La Coruña,1779
La Coruña,Spanish,Montevideo,1785
Montevideo,Spanish,La Coruña,1786
La Coruña,Spanish,Montevideo,1786
Montevideo,Spanish,La Coruña,1787
Montevideo,Spanish,La Coruña,1788
La Coruña,Spanish,Montevideo,1789
Montevideo,Spanish,La Coruña,1790
La Coruña,Spanish,Montevideo,1796
Montevideo,Spanish,La Coruña,1797
Rochefort,French,Tobago, la Martinique, St. Domingue,1790
St Domingue,French,Rochefort,1790
Rochefort,French,Guadeloupe,1766
Guadeloupe,French,Martinique,1766
Martinique,French,Rochefort,1766
Brest,French,Marie Galante,1765
Marie Galante,French,Brest,1765
Brest,French,La Martinique,1766
La Martinique,French,Brest,1766
Brest,French,St Domingue,1775
Cap,French,Brest,1776
Fort Royal,French,Brest,1787
Rochefort,French,Fort Royal,1787
Fort Royal,French,Brest,1787
Rochefort,French,Martinique,1787
Martinique,French,Rochefort,1788
Montevideo,Spanish,La Coruña,1772
La Coruña,Spanish,Montevideo,1772
Montevideo,Spanish,La Coruña,1773
La Coruña,Spanish,Montevideo,1773
Montevideo,Spanish,La Coruña,1774
La Coruña,Spanish,Montevideo,1774
Montevideo,Spanish,La Coruña,1775
La Coruña,Spanish,Montevideo,1775
Montevideo,Spanish,La Coruña,1776
La Coruña,Spanish,Montevideo,1776
Montevideo,Spanish,La Coruña,1776
